Subject,Business Scenario,Environment,Test Phase,Test Type,Test Case Description,Test Objective,Pre - Condition,Test Data,Description (design steps),Expected Result,Actual Result,Priority
"Functional,Testing\OOB\0323","Manage,changes,to,repayment,schedule",T24Qa1,"Functional,Testing",Positive,"Verify,if,changes,can,be,made,to,repayment,schedule","Ensure,validated,changes,to,repayment,schedule","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount,
Currency,","AA,Lending,update,arrangement,repayment,schedule","System,should,adjust,payment,schedule,accordingly",0,0
"Functional,Testing\OOB\0340","Allow,modification,of,loan,type",T24Qa1,"Functional,Testing",Positive,"Verify,if,changes,can,be,made,to,loan,type","Ensure,that,loan,type,can,be,changed","CIF,AA,Lending,Arrangement","CIF,ID
CUR","AA,Lending,Update,arrangementchange,product","System,should,allow,change,product",0,0
"Functional,Testing\OOB\0342","Ability,to,suspend,and,reinstate,loan,payment",T24Qa1,"Functional,Testing",Positive,"Verify,if,loan,payment,can,be,suspended","Ensure,that,loan,payments,can,be,suspended","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount,
Currency,","AA,Lending,Update,arrangementsuspend,payment","System,should,allow,suspend,payment",0,0
"Functional,Testing\OOB\0342","Ability,to,suspend,and,reinstate,loan,payment",T24Qa1,"Functional,Testing",Positive,"Verify,if,loan,payment,can,be,reinstated","Ensure,that,loan,payments,can,be,suspended","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount,
Currency,","AA,Lending,Update,arrangementsuspend,payment","System,should,allow,payment,reinstatement",0,0
"Functional,Testing\OOB\0353","Link,main,account,credit,limit,to,collateral,value",T24Qa1,"Functional,Testing",Positive,"Verify,that,credit,limit,can't,exceed,collateral,value","Ensure,that,credit,limit,can't,exceed,collateral,value","CIF,AA,Lending,Collateral,Limit","CIF,ID
AA,ID
Limit,ref,
Collateral,ID,","AA,Lending,Update,arrangement","Credit,Limit,should,be,lower,then,collateral,value",0,0
"Functional,Testing\OOB\0366","Create,Home,Equity,Line,of,Credit",T24Qa1,"Functional,Testing",Positive,"Create,Home,Equity,Line,of,Credit","Ensure,that,Home,Equity,loan,can,be,created","CIF,AA,Lending,Arrangement","CIF,ID
CUR","Navigate,to,Product,Builder/AA,Lendingselect,HELOC","Home,Equity,loan,should,be,created",0,0
"Functional,Testing\OOB\0367","Create,standard,morgage",T24Qa1,"Functional,Testing",Positive,"Verify,that,standard,morgage,can,be,created","Ensure,that,standard,morgage,can,be,created","CIF,AA,Lending,Arrangement","CIF,ID
CUR","Navigate,to,Product,Builder/AA,Lendingselect,Mortgage","Morgage,should,be,created",0,0
"Functional,Testing\OOB\0368","Create,collateral,morgage",T24Qa1,"Functional,Testing",Positive,"Verify,that,collateral,morgage,can,be,created","Ensure,that,collateral,morgage,can,be,created","CIF,AA,Lending,Arrangement","CIF,ID
CUR","Navigate,to,Product,Builder/AA,Lendingselect,Mortgage","Morgage,should,be,created",0,0
"Functional,Testing\OOB\0369","Calculate,term,end,date",T24Qa1,"Functional,Testing",Positive,"Verify,term,and,end,date,are,calculated","Ensure,that,term,and,end,date,are,correct","CIF,AA,Lending,Arrangement","CIF,ID
CUR","AA,Lending,Update,arrangement","Term,and,End,date,should,be,displayed,and,correct",0,0
"Functional,Testing\OOB\0371","Generate,payment,amortization,schedule",T24Qa1,"Functional,Testing",Positive,"Verify,payment,amortization,schedule,can,be,generated","Ensure,payment,amortization,schedule,is,generated,for,arrangement","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Amount,
Currency,","AA,Lending,Update,arrangementamortization","Payment,Amortization,schedule,should,be,displayed",0,0
"Functional,Testing\OOB\0372","Calculate,automatically,the,next,payment,date,based,on,payment,frequency",T24Qa1,"Functional,Testing",Positive,"Verify,loan,payment,date,based,on,frequency","Ensure,that,next,loan,payment,can,be,calculated","CIF,AA,Lending,Arrangement","Account,#,
Amount,
Currency,","AA,Lending,Update,arrangementpayment,schedule","System,should,display,next,payment,date",0,0
"Functional,Testing\OOB\0373","Validate,loan,amount,according,to,predefined,parameters,or,business,rules",T24Qa1,"Functional,Testing",Positive,"Verify,loan,amount,is,not,exceeding,authorized,Limit","Ensure,that,loan,amount,can,be,validated,according,to,rules","CIF,AA,Lending,Arrangement","CIF,ID
AA,ID
Limit,ref,","AA,Lending,Update,arrangement","Disbursed,loan,amount,under,Limit",0,0
"Functional,Testing\OOB\0377","Dynamically,generate,disbursement,proceeds,using,various,Canadian,industry,money,exchange,channels",T24Qa1,"Functional,Testing",Positive,"Verify,disburstment,proceeds,are,created","Ensure,disburstment,proceeds,are,created","Access,to,the,loan","Account,#,
Amount,
Currency,","Go,to,Loans,and,select,a,Canadian,money,exchanger,Verify,that,disburstment,fee,auto,populates,Repeats,these,steps,for,5,different,vendors","Disburstment,fee,should,be,populated,in,the,proper,field",0,0
"Functional,Testing\OOB\0382","Calculate,payout,amount,with,future,date,including,prepayment,penalty",T24Qa1,"Functional,Testing",Positive,"Verify,loan,payment,date,based,on,frequency","Ensure,that","Access,to,the,loan","Account,#,
Amount,
Currency,","Go,to,Payments,Click,on,reports,and,select,loan,payment,schedule","Next,loan,payment,should,be,visual",0,0
"Functional,Testing\OOB\0382","Calculate,payout,amount,with,future,date,including,prepayment,penalty",T24Qa1,"Functional,Testing",Positive,"Verify,the,calculated,payout,amount,with,future,date,including,prepayment,penalty","Ensure,that,payout,amount,with,future,date,is,correct","Access,to,the,Morgages","Account,#,
Amount,
Currency,","Go,to,Payments,Click,on,reports,and,select,payout,amount,and,verify,date","Payout,amount,and,date,should,be,correct",0,0
"Functional,Testing\OOB\0393_01","Manage,annual,review,due,date",T24Qa1,"Functional,Testing",Positive,"Verify,Review,due,dates,can,be,changed","Ensure,that,review,dates,can,be,changed,forloans","Access,to,the,loans","Account,#,
Amount,
Currency,","Go,to,loans,Edit,review,date","Loan,review,date,should,have,changed",0,0
"Functional,Testing\OOB\0393_02","Manage,annual,review,due,date",T24Qa1,"Functional,Testing",Positive,"Verify,Review,due,dates,can,be,changed","Ensure,that,review,dates,can,be,changed,for,morgages","Access,to,the,Morgages","Account,#,
Amount,
Currency,","Go,to,Morgages,Edit,review,date","Morgage,review,date,should,have,changed",0,0
"Functional,Testing\OOB\0404_01","Allow,the,creation,of,multiple,methods,for,interest,and,penalties,calculation,based,on,loans,status",T24Qa1,"Functional,Testing",Positive,"Verify,that,interest,and,penalites,are,calculated","Ensure,that,interest,on,loan,payment,is,calculated,correctly","Access,to,the,loan","Account,#,
Amount,
Currency,","Go,to,Loans,and,select,interest,rate,for,loan,and,save,and,then,interest,loan,should,populate","Next,loan,interest,amount,should,be,visible,in,that,field",0,0
"Functional,Testing\OOB\0404_02","Allow,the,creation,of,multiple,methods,for,interest,and,penalties,calculation,based,on,loans,status",T24Qa1,"Functional,Testing",Positive,"Verify,that,penalites,are,calculated,correctly","Ensure,that,penalties,are,calculated,correctly","Access,to,the,loan","Account,#,
Amount,
Currency,","Go,to,Loans,and,select,which,penalties,and,the,rate,for,penalties,for,loan,and,save,and,then,loan,penalties,amount,should,be,displayed","Next,loan,penalty,amount,should,be,visible,in,that,field",0,0
"Functional,Testing\OOB\0442","GL,application,should,be,parameter,driven,and,controlled,by,the,user",T24Qa1,"Functional,Testing",Positive,"Verify,that,GL,and,functions,correctly","Ensure,that,GL,open","Access,to,the,GL","Account,#,
Amount,
Currency,","Physical,COA,doesn't,exist,in,T24","General,Ledger,should,have,the,information,inputted,saved",0,0
"Functional,Testing\OOB\0443","User,friendly,tool,to,design,chart,of,accounts",T24Qa1,"Functional,Testing",Positive,"Verify,that,there,is,a,tool,to,design,chart,of,accounts","Ensure,that,chart,of,accounts,has,a,tool","Access,to,the,GL","Account,#,
Amount,
Currency,","Phyisical,COA,doesn't,exist,in,T24","The,solution,COA,in,T24,means,creating,of,categories,for,all,the,products,of,bank,CAL,,CPL,T24,does,not,have,physical,COA,accounts,Instead,it,is,maintaining,the,accounts,in,the,form,of,CAL,and,CPL,Then,we,need,to,map,the,lines,in,order,to,show,the,respective,GL,accounts,in,GL,reports,",0,0
"Functional,Testing\OOB\0444","Allow,for,4,digits,transits,or,more",T24Qa1,"Functional,Testing",Positive,"Verify,that,Transit,Field,allows,4,or,more,numbers","Ensure,that,Transit,field,can,have,4,or,more,numbers","Access,to,the,Client,account","Account,#,
Amount,
Currency,","Open,a,client's,account,and,go,the,transit,number,field,and,inpur,a,number","Transit,number,should,be,at,least,four,digits,long",0,0
"Functional,Testing\OOB\0445","Allow,for,alpha/numeric,companies",T24Qa1,"Functional,Testing",Positive,"Verify,that,alpha/numeric,in,transit,field","Ensure,that,Transit,field,can,have,4,or,more,numbers","Access,to,the,Client,account","Account,#,
Amount,
Currency,","Open,a,client's,account,and,go,the,transit,number,field,and,input,a,number","Transit,number,should,be,at,least,four,digits,long",0,0
"Functional,Testing\OOB\0446","Identify,and,manage,transits,branches,names,and,addresses,and,companies,within,the,GLAdd,transfer,inactivate",T24Qa1,"Functional,Testing",Positive,"Verify,that,alpha/numeric,in,transit,field","Ensure,that,Transit,field,can,have,4,or,more,numbers","Access,to,the,Client,account","Account,#,
Amount,
Currency,","Open,a,client's,account,and,go,the,transit,number,field,and,inpur,a,number","Transit,number,should,be,at,least,four,digits,long",0,0
"Functional,Testing\OOB\447","Support,for,multicurrency,transactions,and,GL",T24Qa1,"Functional,Testing",Positive,"T24,is,able,to,handle,Multicurrency,transactions,and,GL","Ensure,multiple,curreny,can,be,handled,in,T24","Access,to,GL","Account,#,
Amount,
Currency,","Open,the,GL,Create,a,transaction,Change,the,currency,in,the,currency,field","there,should,be,a,currency,field,and,you,should,be,able,to,select,the,one,you,want",0,0
"Functional,Testing\OOB\450","Perform,journal,summarization",T24Qa1,"Functional,Testing",Positive,"T24,is,able,to,handle,Multicurrency,transactions,and,GL","Ensure,multiple,curreny,can,be,handled,in,T24","Access,to,GL","Account,#,
Amount,
Currency,","Open,GL,and,Open,Reports,and,click,on,journal","Journal,report,should,be,created",0,0
454,"Automatically,generate,interbranch,and,intercompany,transactions",T24Qa1,C,Positive,"T24,is,able,to,handle,Multicurrency,transactions,and,GL","Ensure,multiple,curreny,can,be,handled,in,T24","Access,to,GL","Account,#,
Amount,
Currency,","Open,GL,and,Open,Reports,and,click,on,journal","Journal,report,should,be,created",0,0
"Functional,Testing\OOB\456","User,friendly,tool,to,view,balances,and,transactions",T24Qa1,"Functional,Testing",Positive,"Tool,to,view,balances,and,tranactions","Ensure,view,to,tranactions,and,balances,possible","Access,to,GL","Account,#,
Amount,
Currency,","User,menu>>retail,operations>>account>>view,print,summary","Transactions,should,be,views",0,0
457,"Drill,down,capability,back,to,source,transactions","Misc,/,Accounting*",C,Positive,"Tool,to,view,balances,and,tranactions","Ensure,view,to,tranactions,and,balances,possible","Access,to,GL","Account,#,
Amount,
Currency,","User,menu>>retail,operations>>account>>view,print,summary","Transactions,should,be,views",0,0
"Functional,Testing\OOB\459","View,reports,online",T24Qa1,"Functional,Testing",Positive,"To,be,able,to,see,reports,online","Ensure,user,is,able,to,see,reports,online","Access,to,VPN","Account,#,
Amount,
Currency,","Login,into,Cisco,VPN,and,then,log,into,the,T24,website,","User,should,be,able,to,access,T25,website",0,0
"Functional,Testing\OOB\460","Keep,history,of,past,reports",T24Qa1,"Functional,Testing",Positive,"To,be,able,to,see,past,reports,within,5,days","Ensure,user,are,able,to,pull,reports,from,the,past,five,days","Access,to,reports","Account,#,
Amount,
Currency,","Find,the,user>>Select,search,history,file>>,select,the,report,you,want>>define,parameters","Report,within,the,last,5,days,should,be,accessible",0,0
"Functional,Testing\OOB\463","Automatic,transfer,of,P&L,accounts,to,Retained,Earnings",T24Qa1,"Functional,Testing",Positive,"P&L,account,should,move,to,Retained,Earnings","Ensure,P&L,account,is,removed","Access,to,P&L,account","Account,#,
Amount,
Currency,","Go,to,P&L,account,and,verify,that,account,is,empty","P&L,account,should,be,emplty",0,0
"Functional,Testing\OOB\463_02","Automatic,transfer,of,P&L,accounts,to,Retained,Earnings",T24Qa1,"Functional,Testing",Positive,"P&L,account,should,move,to,Retained,Earnings","Verify,that,P&L,in,Retained,Earnings","Access,to,Retained,Earnings","Account,#,
Amount,
Currency,","Go,to,retained,earnings,and,see,the,P&L,account,has,moved","Retained,Earnings,should,have,funds,from,P&L,account",0,0
"Functional,Testing\OOB\465","Create,new,fiscal,year",T24Qa1,"Functional,Testing",Positive,"Create,a,new,fiscal,year","Ensure,user,should,see,a,date,change,in,T24","Access,to,Retained,Earnings","Account,#,
Amount,
Currency,","Check,date,in,client's,reports","Fiscal,year,should,have,changed",0,0
"Functional,Testing\OOB\467","Process,to,upload,journal,entries,from,Excel",T24Qa1,"Functional,Testing",Positive,"To,be,able,to,see,reports,online","Ensure,user,is,able,to,see,reports,online","Access,to,Retained,Earnings","Account,#,
Amount,
Currency,","Check,date,in,client's,reports","Fiscal,year,should,have,changed",0,0
"Functional,Testing\OOB\469","Define,GL,privileges,/,roles",T24Qa1,"Functional,Testing",Positive,"To,be,able,to,see,reports,online","Ensure,user,is,able,to,see,reports,online","Access,to,VPN","Account,#,
Amount,
Currency,","Login,into,Cisco,VPN,and,then,log,into,the,T24,website,","User,should,be,able,to,access,T25,website",0,0
"Functional,Testing\OOB\478","Generate,transactions,when,mapping,values,are,modified,i,e,
change,in,transit,number,mortgage,«classes»,account,transfers,etc,",T24Qa1,"Functional,Testing",Positive,"Generate,transactions,when,mapping,values,are,modified","Change,mapping,value,when,changing,transit,number,to,create,new,transactions","Access,to,VPN","Account,#,
Amount,
Currency,","Go,to,accounts,and,change,there,transit,number","New,documents,should,be,generated,with,new,transit,number",0,0
"Functional,Testing\OOB\478_02","Generate,transactions,when,mapping,values,are,modified,i,e,
change,in,transit,number,mortgage,«classes»,account,transfers,etc,",T24Qa1,"Functional,Testing",Positive,"Generate,transactions,when,mapping,values,are,modified","Change,mapping,value,when,changing,morgage,class,to,create,new,transactions","Access,to,VPN","Account,#,
Amount,
Currency,","Go,to,morgages,and,change,morgage,class","New,documents,should,be,generated,with,new,morgage,class",0,0
"Functional,Testing\OOB\478_03","Generate,transactions,when,mapping,values,are,modified,i,e,
change,in,transit,number,mortgage,«classes»,account,transfers,etc,",T24Qa1,"Functional,Testing",Positive,"Generate,transactions,when,mapping,values,are,modified","Change,mapping,value,when,transfering,an,account,to,create,new,transactions","Access,to,VPN","Account,#,
Amount,
Currency,","Go,to,accounts,and,tranfer,from,one,account,to,another,account","New,documents,should,be,generated,with,transfer,of,account",0,0
"Functional,Testing\OOB\481","Automatic,reconciliation,between,GL,and,subsystem",T24Qa1,"Functional,Testing",Positive,"Automatic,reconciliation,between,GL,and,subsystem","Ensure,GL,and,Sub,systems,have,same,value","Access,to,VPN","Account,#,
Amount,
Currency,","Make,a,change,in,the,GL,and,open,submenu,in,the,GL,and,verify,change","GL,should,have,same,value,as,subsystems",0,0
"Functional,Testing\OOB\485","Identify,accounting,entries,related,to,a,client,transaction",T24Qa1,"Functional,Testing",Positive,"To,be,able,to,see,accounting,entries,in,client's,tranaction","Ensure,accounting,entries,can,be,seen","Access,to,VPN","Account,#,
Amount,
Currency,","Login,into,user,account,and,view,client,tranaction","User,should,be,able,to,see,accounting,transaction",0,0
"Functional,Testing\OOB\486","Accounting,interest,income,and,expense,must,be,calculated,based,on,the,number,of,days,in,the,month,including,leap,years,",T24Qa1,"Functional,Testing",Positive,"Accounting,interest,must,be,calculated,correctly,based,on,time,calculations","Ensure,interest,is,calculated,correctly,based,on,time,calulations","Access,to,VPN","Account,#,
Amount,
Currency,","Go,to,accounts>>,accouint,transaction,and,see,in,interest,has,been,reported","User,should,see,amount,of,interest,in,client's,transaction",0,0
